time: Fri Aug  2 16:51:43 2019 | channel: Первый канал | channel_confidence: 40 % | content_confidence: 28.20 %
time: Fri Aug 30 13:34:37 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 62.76 %
time: Fri Aug 30 13:34:37 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 57.47 %
time: Fri Aug 30 13:34:38 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 55.23 %
time: Fri Aug 30 13:34:39 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 55.17 %
time: Fri Aug 30 13:34:40 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 54.69 %
time: Fri Aug 30 13:34:40 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 60.20 %
time: Fri Aug 30 13:34:41 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 49.67 %
time: Fri Aug 30 13:34:42 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 2.063 %
time: Fri Aug 30 13:34:42 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 1.263 %
time: Fri Aug 30 13:34:43 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 3.846 %
time: Fri Aug 30 13:34:44 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 3.237 %
time: Fri Aug 30 13:34:44 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 13.31 %
time: Fri Aug 30 13:34:45 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 28.00 %
time: Fri Aug 30 13:34:46 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 35.29 %
time: Fri Aug 30 13:34:47 2019 | channel: Первый канал | channel_confidence: 97% | content_confidence: 52.31 %
time: Fri Aug 30 13:34:49 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 32.86 %
time: Fri Aug 30 13:34:50 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 30.33 %
time: Fri Aug 30 13:34:50 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 18.07 %
time: Fri Aug 30 13:34:51 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 23.94 %
time: Fri Aug 30 13:34:52 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 22.88 %
time: Fri Aug 30 13:34:52 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 21.26 %
time: Fri Aug 30 13:34:53 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 31.83 %
time: Fri Aug 30 13:34:54 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 17.03 %
time: Fri Aug 30 13:34:55 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 22.13 %
time: Fri Aug 30 13:34:55 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 20.66 %
time: Fri Aug 30 13:34:56 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 22.28 %
time: Fri Aug 30 13:34:57 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 13.68 %
time: Fri Aug 30 13:34:57 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 21.11 %
time: Fri Aug 30 13:34:58 2019 | channel: Первый канал | channel_confidence: 92% | content_confidence: 15.55 %
time: Fri Aug 30 13:35:00 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 10.45 %
time: Fri Aug 30 13:35:01 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 49.02 %
time: Fri Aug 30 13:35:02 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 47.02 %
time: Fri Aug 30 13:35:02 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 40.15 %
time: Fri Aug 30 13:35:03 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 48.55 %
time: Fri Aug 30 13:35:04 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 45.94 %
time: Fri Aug 30 13:35:05 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 40.61 %
time: Fri Aug 30 13:35:05 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 21.71 %
time: Fri Aug 30 13:35:06 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 22.50 %
time: Fri Aug 30 13:35:07 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 23.40 %
time: Fri Aug 30 13:35:07 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 30.78 %
time: Fri Aug 30 13:35:08 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 31.86 %
time: Fri Aug 30 13:35:09 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 24.93 %
time: Fri Aug 30 13:35:10 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 30.27 %
time: Fri Aug 30 13:35:10 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 28.36 %
time: Fri Aug 30 13:35:11 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 29.18 %
time: Fri Aug 30 13:35:12 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 5.207 %
time: Fri Aug 30 13:35:12 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 5.012 %
time: Fri Aug 30 13:35:13 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 8.851 %
time: Fri Aug 30 13:35:14 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 10.50 %
time: Fri Aug 30 13:35:14 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 21.35 %
time: Fri Aug 30 13:35:15 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 11.59 %
time: Fri Aug 30 13:35:16 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 21.42 %
time: Fri Aug 30 13:35:17 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 25.30 %
time: Fri Aug 30 13:35:17 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 42.35 %
time: Fri Aug 30 13:35:18 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 36.22 %
time: Fri Aug 30 13:35:19 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 29.02 %
time: Fri Aug 30 13:35:19 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 11.73 %
time: Fri Aug 30 13:35:20 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 13.47 %
time: Fri Aug 30 13:35:21 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 13.89 %
time: Fri Aug 30 13:35:21 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 33.94 %
time: Fri Aug 30 13:35:22 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 44.79 %
time: Fri Aug 30 13:35:23 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 58.54 %
time: Fri Aug 30 13:35:24 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 54.86 %
time: Fri Aug 30 13:35:24 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 3.419 %
time: Fri Aug 30 13:35:25 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 14.78 %
time: Fri Aug 30 13:35:26 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 29.69 %
time: Fri Aug 30 13:35:26 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 23.81 %
time: Fri Aug 30 13:35:27 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 56.91 %
time: Fri Aug 30 13:35:28 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 2.114 %
time: Fri Aug 30 13:35:29 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 1.557 %
time: Fri Aug 30 13:35:29 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 1.614 %
time: Fri Aug 30 13:35:30 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 1.176 %
time: Fri Aug 30 13:35:31 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 1.651 %
time: Fri Aug 30 13:35:31 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 1.993 %
time: Fri Aug 30 13:35:32 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 1.629 %
time: Fri Aug 30 13:36:42 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 3.669 %
time: Fri Aug 30 13:36:42 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 1.664 %
time: Fri Aug 30 13:36:42 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 1.206 %
time: Fri Aug 30 13:36:42 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 2.015 %
time: Fri Aug 30 13:36:42 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 0.343 %
time: Fri Aug 30 13:36:43 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 0.238 %
time: Fri Aug 30 13:36:43 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 0.779 %
time: Fri Aug 30 13:36:43 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 1.180 %
time: Fri Aug 30 13:36:43 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 0.565 %
time: Fri Aug 30 13:36:43 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 1.269 %
time: Fri Aug 30 13:36:43 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 1.356 %
time: Fri Aug 30 13:36:43 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 1.090 %
time: Fri Aug 30 13:36:44 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 1.083 %
time: Fri Aug 30 13:36:44 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 1.205 %
time: Fri Aug 30 13:36:45 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 1.805 %
time: Fri Aug 30 13:36:46 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 2.938 %
time: Fri Aug 30 13:36:46 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 2.521 %
time: Fri Aug 30 13:36:47 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 5.214 %
time: Fri Aug 30 13:36:48 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 4.784 %
time: Fri Aug 30 13:36:49 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 6.224 %
time: Fri Aug 30 13:36:49 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 31.93 %
time: Fri Aug 30 13:36:50 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 56.09 %
time: Fri Aug 30 13:36:51 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 22.80 %
time: Fri Aug 30 13:36:51 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 16.61 %
time: Fri Aug 30 13:36:52 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 10.03 %
time: Fri Aug 30 13:36:53 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 4.890 %
time: Fri Aug 30 13:36:54 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 3.250 %
time: Fri Aug 30 13:36:54 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 1.673 %
time: Fri Aug 30 13:36:55 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 1.515 %
time: Fri Aug 30 13:36:56 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 2.019 %
time: Fri Aug 30 13:36:56 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 0.665 %
time: Fri Aug 30 13:36:57 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 3.155 %
time: Fri Aug 30 13:36:58 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 5.209 %
time: Fri Aug 30 13:36:58 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 6.481 %
time: Fri Aug 30 13:36:59 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 40.02 %
time: Fri Aug 30 13:37:00 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 53.63 %
time: Fri Aug 30 13:37:01 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 80.09 %
time: Fri Aug 30 13:37:01 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 94.35 %
time: Fri Aug 30 13:37:02 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 92.09 %
time: Fri Aug 30 13:37:03 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 54.75 %
time: Fri Aug 30 13:37:03 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 23.51 %
time: Fri Aug 30 13:37:04 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 20.70 %
time: Fri Aug 30 13:37:05 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 30.85 %
time: Fri Aug 30 13:37:06 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 60.98 %
time: Fri Aug 30 13:37:06 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 56.81 %
time: Fri Aug 30 13:37:07 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 37.04 %
time: Fri Aug 30 13:37:08 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 45.00 %
time: Fri Aug 30 13:37:08 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 42.40 %
time: Fri Aug 30 13:37:09 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 45.74 %
time: Fri Aug 30 13:37:10 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 40.22 %
time: Fri Aug 30 13:37:10 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 2.474 %
time: Fri Aug 30 13:37:11 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 3.534 %
time: Fri Aug 30 13:37:12 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 3.180 %
time: Fri Aug 30 13:37:13 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 2.783 %
time: Fri Aug 30 13:37:13 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 3.610 %
time: Fri Aug 30 13:37:14 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 3.285 %
time: Fri Aug 30 13:37:15 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 3.375 %
time: Fri Aug 30 13:37:15 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 2.015 %
time: Fri Aug 30 13:37:16 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 30.52 %
time: Fri Aug 30 13:37:17 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 57.50 %
time: Fri Aug 30 13:37:17 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 37.22 %
time: Fri Aug 30 13:37:18 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 42.56 %
time: Fri Aug 30 13:37:19 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 49.37 %
time: Fri Aug 30 13:37:20 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 47.96 %
time: Fri Aug 30 13:37:20 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 67.37 %
time: Fri Aug 30 13:37:21 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 57.55 %
time: Fri Aug 30 13:37:22 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 49.72 %
time: Fri Aug 30 13:37:22 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 83.12 %
time: Fri Aug 30 13:37:23 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 88.62 %
time: Fri Aug 30 13:37:24 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 88.27 %
time: Fri Aug 30 13:37:24 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 80.04 %
time: Fri Aug 30 13:37:25 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 73.49 %
time: Fri Aug 30 13:37:26 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 82.08 %
time: Fri Aug 30 13:37:27 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 80.06 %
time: Fri Aug 30 13:38:23 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 1.010 %
time: Fri Aug 30 13:38:23 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 1.044 %
time: Fri Aug 30 13:38:23 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 0.991 %
time: Fri Aug 30 13:38:23 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 0.781 %
time: Fri Aug 30 13:38:24 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 0.798 %
time: Fri Aug 30 13:38:24 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 0.850 %
time: Fri Aug 30 13:38:24 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 0.667 %
time: Fri Aug 30 13:38:24 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 0.677 %
time: Fri Aug 30 13:38:24 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 0.694 %
time: Fri Aug 30 13:38:24 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 0.542 %
time: Fri Aug 30 13:38:24 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 0.675 %
time: Fri Aug 30 13:38:25 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 2.290 %
time: Fri Aug 30 13:38:25 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 6.540 %
time: Fri Aug 30 13:38:26 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 4.953 %
time: Fri Aug 30 13:38:27 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 5.834 %
time: Fri Aug 30 13:38:27 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 12.93 %
time: Fri Aug 30 13:38:28 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 5.022 %
time: Fri Aug 30 13:38:29 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 5.706 %
time: Fri Aug 30 13:38:30 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 6.437 %
time: Fri Aug 30 13:38:31 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 4.632 %
time: Fri Aug 30 13:38:32 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 2.632 %
time: Fri Aug 30 13:38:33 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 2.945 %
time: Fri Aug 30 13:38:34 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 2.655 %
time: Fri Aug 30 13:38:34 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 2.647 %
time: Fri Aug 30 13:38:35 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 2.578 %
time: Fri Aug 30 13:38:36 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 2.619 %
time: Fri Aug 30 13:38:37 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 2.671 %
time: Fri Aug 30 13:38:38 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 3.087 %
time: Fri Aug 30 13:38:39 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 7.038 %
time: Fri Aug 30 13:38:40 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 9.937 %
time: Fri Aug 30 13:38:41 2019 | channel: НТВ | channel_confidence: 92% | content_confidence: 10.38 %
time: Fri Aug 30 13:38:44 2019 | channel: НТВ | channel_confidence: 79% | content_confidence: 6.184 %
time: Fri Aug 30 13:38:47 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 3.315 %
time: Fri Aug 30 13:38:48 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 7.791 %
time: Fri Aug 30 13:38:48 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 6.900 %
time: Fri Aug 30 13:38:49 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 10.02 %
time: Fri Aug 30 13:38:50 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 8.445 %
time: Fri Aug 30 13:38:51 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 8.024 %
time: Fri Aug 30 13:38:52 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 1.924 %
time: Fri Aug 30 13:38:53 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 1.348 %
time: Fri Aug 30 13:38:54 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 1.993 %
time: Fri Aug 30 13:38:55 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 2.166 %
time: Fri Aug 30 13:38:55 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 2.202 %
time: Fri Aug 30 13:38:56 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 5.714 %
time: Fri Aug 30 13:38:57 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 5.505 %
time: Fri Aug 30 13:38:58 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 6.542 %
time: Fri Aug 30 13:38:59 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 2.516 %
time: Fri Aug 30 13:39:00 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 0.740 %
time: Fri Aug 30 13:39:01 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 15.20 %
time: Fri Aug 30 13:39:45 2019 | channel: Русская Ночь | channel_confidence: 99% | content_confidence: 66.66 %
time: Fri Aug 30 13:39:45 2019 | channel: Русская Ночь | channel_confidence: 99% | content_confidence: 75.81 %
time: Fri Aug 30 13:39:45 2019 | channel: Русская Ночь | channel_confidence: 99% | content_confidence: 78.43 %
time: Fri Aug 30 13:39:46 2019 | channel: Русская Ночь | channel_confidence: 99% | content_confidence: 48.34 %
time: Fri Aug 30 13:39:46 2019 | channel: Русская Ночь | channel_confidence: 99% | content_confidence: 61.25 %
time: Fri Aug 30 13:39:46 2019 | channel: Русская Ночь | channel_confidence: 99% | content_confidence: 75.51 %
time: Fri Aug 30 13:39:46 2019 | channel: Русская Ночь | channel_confidence: 99% | content_confidence: 73.97 %
time: Fri Aug 30 13:39:46 2019 | channel: Русская Ночь | channel_confidence: 99% | content_confidence: 65.13 %
time: Fri Aug 30 13:39:46 2019 | channel: Русская Ночь | channel_confidence: 99% | content_confidence: 69.13 %
time: Fri Aug 30 13:39:46 2019 | channel: Русская Ночь | channel_confidence: 99% | content_confidence: 81.33 %
time: Fri Aug 30 13:39:46 2019 | channel: Русская Ночь | channel_confidence: 99% | content_confidence: 70.89 %
time: Fri Aug 30 13:39:46 2019 | channel: Русская Ночь | channel_confidence: 99% | content_confidence: 88.77 %
time: Fri Aug 30 13:39:46 2019 | channel: Русская Ночь | channel_confidence: 99% | content_confidence: 69.66 %
time: Fri Aug 30 13:39:47 2019 | channel: Русская Ночь | channel_confidence: 99% | content_confidence: 82.55 %
time: Fri Aug 30 13:39:47 2019 | channel: Русская Ночь | channel_confidence: 99% | content_confidence: 62.10 %
time: Fri Aug 30 13:39:49 2019 | channel: Русская Ночь | channel_confidence: 99% | content_confidence: 78.44 %
time: Fri Aug 30 13:39:52 2019 | channel: Русская Ночь | channel_confidence: 99% | content_confidence: 96.12 %
time: Fri Aug 30 13:39:55 2019 | channel: Русская Ночь | channel_confidence: 99% | content_confidence: 91.99 %
time: Fri Aug 30 13:48:56 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 15.25 %
time: Fri Aug 30 13:48:56 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 11.55 %
time: Fri Aug 30 13:48:56 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 8.472 %
time: Fri Aug 30 13:48:56 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 10.87 %
time: Fri Aug 30 13:48:56 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 14.70 %
time: Fri Aug 30 13:48:56 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 10.15 %
time: Fri Aug 30 13:48:56 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 13.27 %
time: Fri Aug 30 13:48:56 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 13.61 %
time: Fri Aug 30 13:48:56 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 17.56 %
time: Fri Aug 30 13:48:56 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 30.85 %
time: Fri Aug 30 13:48:56 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 13.27 %
time: Fri Aug 30 13:48:57 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 3.281 %
time: Fri Aug 30 13:48:57 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 3.383 %
time: Fri Aug 30 13:48:58 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 20.24 %
time: Fri Aug 30 13:48:59 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 22.13 %
time: Fri Aug 30 13:49:00 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 9.392 %
time: Fri Aug 30 13:49:01 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 10.79 %
time: Fri Aug 30 13:49:02 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 2.364 %
time: Fri Aug 30 13:49:02 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 3.298 %
time: Fri Aug 30 13:49:03 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 2.235 %
time: Fri Aug 30 13:49:04 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 0.449 %
time: Fri Aug 30 13:49:05 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 0.575 %
time: Fri Aug 30 13:49:06 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 1.847 %
time: Fri Aug 30 13:49:07 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 1.440 %
time: Fri Aug 30 13:49:08 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 3.778 %
time: Fri Aug 30 13:49:09 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 8.315 %
time: Fri Aug 30 13:49:09 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 16.77 %
time: Fri Aug 30 13:49:10 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 2.341 %
time: Fri Aug 30 13:49:11 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 4.293 %
time: Fri Aug 30 13:49:12 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 3.350 %
time: Fri Aug 30 13:49:13 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 2.227 %
time: Fri Aug 30 13:49:14 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 0.402 %
time: Fri Aug 30 13:49:15 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 0.139 %
time: Fri Aug 30 13:49:16 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 0.033 %
time: Fri Aug 30 13:49:16 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 0.074 %
time: Fri Aug 30 13:49:17 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 0.079 %
time: Fri Aug 30 13:49:18 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 0.096 %
